date,Boroughname,Sumcrimes,population,sumcrimesperpop
2020-10,Redbridge,2127,312264,0.006811544
2020-11,Redbridge,1974,312264,0.006321574
2020-12,Redbridge,1840,312264,0.00589245
2021-01,Redbridge,1722,312264,0.005514565
2021-02,Redbridge,1629,312264,0.00521674
2019-03,Richmond upon Thames,1125,201713,0.005577231
2019-04,Richmond upon Thames,1095,201713,0.005428505
2019-05,Richmond upon Thames,1085,201713,0.005378929
2019-06,Richmond upon Thames,1075,201713,0.005329354
2019-07,Richmond upon Thames,1083,201713,0.005369014
2019-08,Richmond upon Thames,1021,201713,0.005061647
2019-09,Richmond upon Thames,1034,201713,0.005126095
2019-10,Richmond upon Thames,1110,201713,0.005502868
2019-11,Richmond upon Thames,1200,201713,0.005949046
2019-12,Richmond upon Thames,1095,201713,0.005428505
2020-01,Richmond upon Thames,1149,201713,0.005696212
2020-02,Richmond upon Thames,1020,201713,0.005056689
2020-03,Richmond upon Thames,933,201713,0.004625384
2020-04,Richmond upon Thames,719,201713,0.00356447
2020-05,Richmond upon Thames,970,201713,0.004808813
2020-06,Richmond upon Thames,1017,201713,0.005041817
2020-07,Richmond upon Thames,1200,201713,0.005949046
2020-08,Richmond upon Thames,1170,201713,0.00580032
2020-09,Richmond upon Thames,1112,201713,0.005512783
2020-10,Richmond upon Thames,1060,201713,0.005254991
2020-11,Richmond upon Thames,1000,201713,0.004957539
2020-12,Richmond upon Thames,907,201713,0.004496488
2021-01,Richmond upon Thames,741,201713,0.003673536
2021-02,Richmond upon Thames,780,201713,0.00386688
2019-03,Southwark,3516,330290,0.010645191
2019-04,Southwark,3259,330290,0.009867086
2019-05,Southwark,3440,330290,0.01041509
2019-06,Southwark,3344,330290,0.010124436
2019-07,Southwark,3535,330290,0.010702716
2019-08,Southwark,3358,330290,0.010166823
2019-09,Southwark,3398,330290,0.010287929
2019-10,Southwark,3639,330290,0.011017591
2019-11,Southwark,3360,330290,0.010172878
2019-12,Southwark,3155,330290,0.009552212
2020-01,Southwark,2976,330290,0.009010264
2020-02,Southwark,3038,330290,0.009197978
2020-03,Southwark,2447,330290,0.007408641
2020-04,Southwark,1842,330290,0.005576917
2020-05,Southwark,2229,330290,0.006748615
2020-06,Southwark,2535,330290,0.007675073
2020-07,Southwark,2993,330290,0.009061734
2020-08,Southwark,3156,330290,0.009555239
2020-09,Southwark,3001,330290,0.009085955
2020-10,Southwark,2984,330290,0.009034485
2020-11,Southwark,2618,330290,0.007926368
2020-12,Southwark,2388,330290,0.00723001
2021-01,Southwark,1984,330290,0.006006842
2021-02,Southwark,2208,330290,0.006685034
2019-03,Sutton,1135,211297,0.005371586
2019-04,Sutton,1167,211297,0.005523032
2019-05,Sutton,1248,211297,0.005906378
2019-06,Sutton,1117,211297,0.005286398
2019-07,Sutton,1145,211297,0.005418913
2019-08,Sutton,1227,211297,0.005806992
2019-09,Sutton,1117,211297,0.005286398
2019-10,Sutton,1199,211297,0.005674477
2019-11,Sutton,1212,211297,0.005736002
2019-12,Sutton,1132,211297,0.005357388
2020-01,Sutton,1360,211297,0.006436438
2020-02,Sutton,1205,211297,0.005702873
2020-03,Sutton,1189,211297,0.00562715
2020-04,Sutton,868,211297,0.004107962
2020-05,Sutton,1017,211297,0.00481313
2020-06,Sutton,1105,211297,0.005229606
2020-07,Sutton,1049,211297,0.004964576
2020-08,Sutton,1034,211297,0.004893586
2020-09,Sutton,1024,211297,0.004846259
2020-10,Sutton,1092,211297,0.005168081
2020-11,Sutton,1177,211297,0.005570358
2020-12,Sutton,921,211297,0.004358794
2021-01,Sutton,819,211297,0.003876061
2021-02,Sutton,836,211297,0.003956516
2019-03,Tower Hamlets,3304,328043,0.01007185
2019-04,Tower Hamlets,2866,328043,0.00873666
2019-05,Tower Hamlets,3026,328043,0.0092244
2019-06,Tower Hamlets,3127,328043,0.009532287
2019-07,Tower Hamlets,3094,328043,0.00943169
2019-08,Tower Hamlets,2864,328043,0.008730563
2019-09,Tower Hamlets,2778,328043,0.008468402
2019-10,Tower Hamlets,3064,328043,0.009340239
2019-11,Tower Hamlets,3068,328043,0.009352432
2019-12,Tower Hamlets,2888,328043,0.008803724
2020-01,Tower Hamlets,2763,328043,0.008422676
2020-02,Tower Hamlets,2682,328043,0.008175757
2020-03,Tower Hamlets,2504,328043,0.007633146
2020-04,Tower Hamlets,1915,328043,0.005837649
2020-05,Tower Hamlets,2287,328043,0.006971647
2020-06,Tower Hamlets,2543,328043,0.007752033
2020-07,Tower Hamlets,2931,328043,0.008934804
2020-08,Tower Hamlets,2896,328043,0.008828111
2020-09,Tower Hamlets,3053,328043,0.009306707
2020-10,Tower Hamlets,2980,328043,0.009084175
2020-11,Tower Hamlets,2604,328043,0.007937984
2020-12,Tower Hamlets,2468,328043,0.007523404
2021-01,Tower Hamlets,2444,328043,0.007450243
2021-02,Tower Hamlets,2128,328043,0.006486954
2019-03,Waltham Forest,2039,290024,0.007030453
2019-04,Waltham Forest,1900,290024,0.006551182
2019-05,Waltham Forest,2105,290024,0.00725802
2019-06,Waltham Forest,2093,290024,0.007216644
2019-07,Waltham Forest,2057,290024,0.007092516
2019-08,Waltham Forest,1940,290024,0.006689102
2019-09,Waltham Forest,2056,290024,0.007089068
2019-10,Waltham Forest,2102,290024,0.007247676
2019-11,Waltham Forest,2097,290024,0.007230436
2019-12,Waltham Forest,1903,290024,0.006561526
2020-01,Waltham Forest,2087,290024,0.007195956
2020-02,Waltham Forest,2104,290024,0.007254572
2020-03,Waltham Forest,1933,290024,0.006664966
2020-04,Waltham Forest,1685,290024,0.005809864
2020-05,Waltham Forest,1924,290024,0.006633934
2020-06,Waltham Forest,2019,290024,0.006961493
2020-07,Waltham Forest,2098,290024,0.007233884
2020-08,Waltham Forest,2054,290024,0.007082173
2020-09,Waltham Forest,2041,290024,0.007037349
2020-10,Waltham Forest,1899,290024,0.006547734
2020-11,Waltham Forest,1939,290024,0.006685654
2020-12,Waltham Forest,1757,290024,0.006058119
2021-01,Waltham Forest,1700,290024,0.005861584
2021-02,Waltham Forest,1572,290024,0.005420241
2019-03,Wandsworth,2178,332731,0.006545828
2019-04,Wandsworth,2096,332731,0.006299383
2019-05,Wandsworth,2166,332731,0.006509763
2019-06,Wandsworth,2230,332731,0.006702111
2019-07,Wandsworth,2304,332731,0.006924513
2019-08,Wandsworth,2131,332731,0.006404573
2019-09,Wandsworth,2224,332731,0.006684078
2019-10,Wandsworth,2465,332731,0.007408387
2019-11,Wandsworth,2274,332731,0.00683435
2019-12,Wandsworth,2092,332731,0.006287361
2020-01,Wandsworth,2379,332731,0.00714992
2020-02,Wandsworth,2094,332731,0.006293372
2020-03,Wandsworth,1840,332731,0.005529993
2020-04,Wandsworth,1413,332731,0.004246674
2020-05,Wandsworth,1803,332731,0.005418792
2020-06,Wandsworth,2055,332731,0.00617616
2020-07,Wandsworth,2229,332731,0.006699105
2020-08,Wandsworth,2276,332731,0.006840361
2020-09,Wandsworth,2443,332731,0.007342267
2020-10,Wandsworth,2279,332731,0.006849377
2020-11,Wandsworth,2099,332731,0.006308399
2020-12,Wandsworth,1937,332731,0.005821519
2021-01,Wandsworth,1728,332731,0.005193384
2021-02,Wandsworth,1892,332731,0.005686275
2019-03,Westminster,7219,259981,0.027767414
2019-04,Westminster,7224,259981,0.027786646
2019-05,Westminster,6852,259981,0.026355772
2019-06,Westminster,6925,259981,0.026636562
2019-07,Westminster,6991,259981,0.026890427
2019-08,Westminster,7085,259981,0.027251991
2019-09,Westminster,6385,259981,0.024559487
2019-10,Westminster,7218,259981,0.027763567
2019-11,Westminster,6852,259981,0.026355772
2019-12,Westminster,7478,259981,0.02876364
2020-01,Westminster,6400,259981,0.024617184
2020-02,Westminster,6687,259981,0.02572111
2020-03,Westminster,4693,259981,0.018051319
2020-04,Westminster,1706,259981,0.006562018
2020-05,Westminster,2262,259981,0.008700636
2020-06,Westminster,2996,259981,0.011523919
2020-07,Westminster,4105,259981,0.015789615
2020-08,Westminster,4490,259981,0.017270493
2020-09,Westminster,4473,259981,0.017205103
2020-10,Westminster,4336,259981,0.016678142
2020-11,Westminster,3005,259981,0.011558537
2020-12,Westminster,3501,259981,0.013466369
2021-01,Westminster,2002,259981,0.007700563
2021-02,Westminster,2010,259981,0.007731334
