date,Boroughname,Sumcrimes,population,sumcrimesperpop,areastr,logsumcrimeperpop
2019-03,Sutton,1135,211297,0.005371586,South,0.178107569
2019-04,Sutton,1167,211297,0.005523032,South,0.190182595
2019-05,Sutton,1248,211297,0.005906378,South,0.219326274
2019-06,Sutton,1117,211297,0.005286398,South,0.171164893
2019-07,Sutton,1145,211297,0.005418913,South,0.181917215
2019-08,Sutton,1227,211297,0.005806992,South,0.211956264
2019-09,Sutton,1117,211297,0.005286398,South,0.171164893
2019-10,Sutton,1199,211297,0.005674477,South,0.201930876
2019-11,Sutton,1212,211297,0.005736002,South,0.20661433
2019-12,Sutton,1132,211297,0.005357388,South,0.176958137
2020-01,Sutton,1360,211297,0.006436438,South,0.256650626
2020-02,Sutton,1205,211297,0.005702873,South,0.204098736
2020-03,Sutton,1189,211297,0.00562715,South,0.198293528
2020-04,Sutton,868,211297,0.004107962,South,0.061631454
2020-05,Sutton,1017,211297,0.00481313,South,0.130432628
2020-06,Sutton,1105,211297,0.005229606,South,0.166474006
2020-07,Sutton,1049,211297,0.004964576,South,0.143887199
2020-08,Sutton,1034,211297,0.004893586,South,0.137632261
2020-09,Sutton,1024,211297,0.004846259,South,0.133411657
2020-10,Sutton,1092,211297,0.005168081,South,0.161334348
2020-11,Sutton,1177,211297,0.005570358,South,0.193888144
2020-12,Sutton,921,211297,0.004358794,South,0.08737138
2021-01,Sutton,819,211297,0.003876061,South,0.036395639
2021-02,Sutton,836,211297,0.003956516,South,0.045317962
2019-03,Tower Hamlets,3304,328043,0.01007185,East,0.451114285
2019-04,Tower Hamlets,2866,328043,0.00873666,East,0.389350471
2019-05,Tower Hamlets,3026,328043,0.0092244,East,0.412943163
2019-06,Tower Hamlets,3127,328043,0.009532287,East,0.427202146
2019-07,Tower Hamlets,3094,328043,0.00943169,East,0.422594554
2019-08,Tower Hamlets,2864,328043,0.008730563,East,0.389047287
2019-09,Tower Hamlets,2778,328043,0.008468402,East,0.375806502
2019-10,Tower Hamlets,3064,328043,0.009340239,East,0.418363025
2019-11,Tower Hamlets,3068,328043,0.009352432,East,0.418929595
2019-12,Tower Hamlets,2888,328043,0.008803724,East,0.392671455
2020-01,Tower Hamlets,2763,328043,0.008422676,East,0.373455131
2020-02,Tower Hamlets,2682,328043,0.008175757,East,0.360533011
2020-03,Tower Hamlets,2504,328043,0.007633146,East,0.330708605
2020-04,Tower Hamlets,1915,328043,0.005837649,East,0.214243015
2020-05,Tower Hamlets,2287,328043,0.006971647,East,0.291340425
2020-06,Tower Hamlets,2543,328043,0.007752033,East,0.337420649
2020-07,Tower Hamlets,2931,328043,0.008934804,East,0.399090066
2020-08,Tower Hamlets,2896,328043,0.008828111,East,0.393872821
2020-09,Tower Hamlets,3053,328043,0.009306707,East,0.416801077
2020-10,Tower Hamlets,2980,328043,0.009084175,East,0.406290528
2020-11,Tower Hamlets,2604,328043,0.007937984,East,0.347715255
2020-12,Tower Hamlets,2468,328043,0.007523404,East,0.32441942
2021-01,Tower Hamlets,2444,328043,0.007450243,East,0.320175474
2021-02,Tower Hamlets,2128,328043,0.006486954,East,0.260045854
2019-03,Waltham Forest,2039,290024,0.007030453,East,0.294988345
2019-04,Waltham Forest,1900,290024,0.006551182,East,0.264324701
2019-05,Waltham Forest,2105,290024,0.00725802,East,0.308823197
2019-06,Waltham Forest,2093,290024,0.007216644,East,0.306340318
2019-07,Waltham Forest,2057,290024,0.007092516,East,0.29880536
2019-08,Waltham Forest,1940,290024,0.006689102,East,0.273372854
2019-09,Waltham Forest,2056,290024,0.007089068,East,0.298594178
2019-10,Waltham Forest,2102,290024,0.007247676,East,0.308203806
2019-11,Waltham Forest,2097,290024,0.007230436,East,0.307169522
2019-12,Waltham Forest,1903,290024,0.006561526,East,0.26500989
2020-01,Waltham Forest,2087,290024,0.007195956,East,0.305093535
2020-02,Waltham Forest,2104,290024,0.007254572,East,0.308616831
2020-03,Waltham Forest,1933,290024,0.006664966,East,0.271802974
2020-04,Waltham Forest,1685,290024,0.005809864,East,0.212171002
2020-05,Waltham Forest,1924,290024,0.006633934,East,0.269776182
2020-06,Waltham Forest,2019,290024,0.006961493,East,0.290707427
2020-07,Waltham Forest,2098,290024,0.007233884,East,0.307376576
2020-08,Waltham Forest,2054,290024,0.007082173,East,0.298171567
2020-09,Waltham Forest,2041,290024,0.007037349,East,0.295414125
2020-10,Waltham Forest,1899,290024,0.006547734,East,0.264096064
2020-11,Waltham Forest,1939,290024,0.006685654,East,0.273148933
2020-12,Waltham Forest,1757,290024,0.006058119,East,0.230342836
2021-01,Waltham Forest,1700,290024,0.005861584,East,0.216020029
2021-02,Waltham Forest,1572,290024,0.005420241,East,0.182023633
2019-03,Wandsworth,2178,332731,0.006545828,South,0.263969625
2019-04,Wandsworth,2096,332731,0.006299383,South,0.24730305
2019-05,Wandsworth,2166,332731,0.006509763,South,0.261570214
2019-06,Wandsworth,2230,332731,0.006702111,South,0.274216652
2019-07,Wandsworth,2304,332731,0.006924513,South,0.288394271
2019-08,Wandsworth,2131,332731,0.006404573,South,0.254495216
2019-09,Wandsworth,2224,332731,0.006684078,South,0.273046545
2019-10,Wandsworth,2465,332731,0.007408387,South,0.317728697
2019-11,Wandsworth,2274,332731,0.00683435,South,0.282702252
2019-12,Wandsworth,2092,332731,0.006287361,South,0.246473433
2020-01,Wandsworth,2379,332731,0.00714992,South,0.302306219
2020-02,Wandsworth,2094,332731,0.006293372,South,0.24688844
2020-03,Wandsworth,1840,332731,0.005529993,South,0.190729618
2020-04,Wandsworth,1413,332731,0.004246674,South,0.076053959
2020-05,Wandsworth,1803,332731,0.005418792,South,0.181907517
2020-06,Wandsworth,2055,332731,0.00617616,South,0.238723574
2020-07,Wandsworth,2229,332731,0.006699105,South,0.274021821
2020-08,Wandsworth,2276,332731,0.006840361,South,0.283084058
2020-09,Wandsworth,2443,332731,0.007342267,South,0.313835209
2020-10,Wandsworth,2279,332731,0.006849377,South,0.283656107
2020-11,Wandsworth,2099,332731,0.006308399,South,0.24792419
2020-12,Wandsworth,1937,332731,0.005821519,South,0.213041355
2021-01,Wandsworth,1728,332731,0.005193384,South,0.163455472
2021-02,Wandsworth,1892,332731,0.005686275,South,0.202832895
2019-03,Westminster,7219,259981,0.027767414,Central,0.891540471
2019-04,Westminster,7224,259981,0.027786646,Central,0.891841164
2019-05,Westminster,6852,259981,0.026355772,Central,0.868880778
2019-06,Westminster,6925,259981,0.026636562,Central,0.873483205
2019-07,Westminster,6991,259981,0.026890427,Central,0.877602735
2019-08,Westminster,7085,259981,0.027251991,Central,0.883403273
2019-09,Westminster,6385,259981,0.024559487,Central,0.838224327
2019-10,Westminster,7218,259981,0.027763567,Central,0.891480299
2019-11,Westminster,6852,259981,0.026355772,Central,0.868880778
2019-12,Westminster,7478,259981,0.02876364,Central,0.906848881
2020-01,Westminster,6400,259981,0.024617184,Central,0.839243408
2020-02,Westminster,6687,259981,0.02572111,Central,0.858294743
2020-03,Westminster,4693,259981,0.018051319,Central,0.704513977
2020-04,Westminster,1706,259981,0.006562018,Central,0.265042453
2020-05,Westminster,2262,259981,0.008700636,Central,0.387556036
2020-06,Westminster,2996,259981,0.011523919,Central,0.509605233
2020-07,Westminster,4105,259981,0.015789615,Central,0.646376577
2020-08,Westminster,4490,259981,0.017270493,Central,0.685309771
2020-09,Westminster,4473,259981,0.017205103,Central,0.683662313
2020-10,Westminster,4336,259981,0.016678142,Central,0.670152703
2020-11,Westminster,3005,259981,0.011558537,Central,0.510907904
2020-12,Westminster,3501,259981,0.013466369,Central,0.577255547
2021-01,Westminster,2002,259981,0.007700563,Central,0.334527514
2021-02,Westminster,2010,259981,0.007731334,Central,0.336259472
